"z","y0","y1","mu0","mu1"
0,3.2325331186153,4.1336252240593,1.9342685819394,5.3471518254521
1,-4.02987588351302,-1.12006872559392,-5.08067365798475,-0.43720241729709
0,-5.95364278708882,-8.74304678097667,-5.3796190371047,-7.25356095693281
0,-6.76826845528634,2.8351551441637,-5.9968726760048,2.93904632163237
0,-1.69072627614079,5.55401574877028,-2.74286392000102,4.88866018513237
0,-0.593931839566929,4.2425118737293,-0.232598052691644,6.0648267677354
0,-2.75608095868814,6.48156083936771,-0.764204924902995,6.14470364253406
0,-0.626037958501209,2.35801325454657,-0.797841918420063,3.76923596861577
0,0.273599101688348,3.43317451500864,0.135586618888169,5.5082454224956
0,-2.38271645249477,0.722165487112363,-2.33150426695082,1.09983787678684
0,-3.15520753615177,5.73045405112876,-2.52416463075495,4.03561711613458
0,-8.3085450658161,1.77559725442499,-8.58356419745547,0.843919967265812
1,0.623181227966329,5.30136702267591,-1.94595136970297,6.15581429273504
0,-1.61673484758269,6.43571419677122,-1.29154185565446,5.2549250255333
1,-5.90130276146346,2.7412948191897,-5.35776057034123,1.70005481198412
0,2.30693769238306,5.794619693888,2.44950081988087,7.1103680875597
0,-1.68878129199096,3.88320206937368,-0.376707995824659,5.34415015940773
1,-1.3287988578768,4.29635268443437,-1.13635923589277,3.67040628626926
0,-11.8149423172763,-1.95581878320422,-10.4227496338404,-1.61086506118584
0,-3.61519098648987,1.3526402360118,-4.45710916211433,3.19627086263873
0,-3.52999675469993,3.00755757960582,-3.6973824299539,4.36415024879177
0,-5.16783665304271,3.24082490196331,-5.78382756661331,1.97582991180406
0,-7.60672335008491,2.11902556051495,-6.49935236366511,2.08104143872565
0,-4.33777252959051,-2.59698807492447,-3.56894881523825,-2.54836667000422
1,-2.38307500786749,3.48309486065255,-2.94949918675706,2.45909093981878
0,4.43394536359055,8.42162755104146,3.79734800557039,7.46628429295039
1,-7.88377210474893,2.90179414505198,-6.44379879069463,2.40988576320876
0,-1.65500745604206,4.97883816434526,-1.34445718777725,5.40452128305114
1,-11.8890998414642,-1.11690344441066,-11.739602237544,-1.39785877533965
0,-1.44036769457227,2.50675767536674,-1.01498870116853,2.8340251891929
0,-2.62760596343821,5.991246409187,-2.9970654195752,4.74981834539075
0,-1.97600826404887,4.95786787482552,-2.47719071232316,4.36626996166197
0,3.76080737068388,8.22776331373343,3.65031023568925,8.00152526186367
1,-0.506808626532178,6.14320554015486,-0.0098112371214808,5.29711105948702
1,-2.17476284705735,3.80091671775204,-3.23768498324142,4.21449252860564
0,1.58842593998794,3.45812543321604,0.862883573557202,5.67354463831533
0,0.64682375207428,4.63114138829288,0.115446873362579,3.82796714350823
1,8.83189923781069,-3.40878920260352,6.85171577823424,-2.42374255810011
1,7.07313560086768,3.63960307508671,6.34400296257301,3.75944541781205
0,1.10858320766273,4.34563801267659,0.664214517144871,2.71717381341784
0,-0.130319867626909,5.44275609952317,0.354508583732488,5.04849164137801
0,-5.23633472885156,1.75495569014729,-4.37874696345906,1.10412363073668
0,-3.82116356107691,4.26727947172096,-3.77202837416457,3.78411325164199
1,5.85190564664666,-3.84678983074271,7.23640199222581,-4.03248851645712
0,-2.8546210737933,3.93583166174785,-2.09852709067915,4.76273281002498
0,-4.36000260492728,6.44917006109775,-1.59601767466633,5.64576093058412
0,1.41180200185332,-9.03017597382965,0.99058776179824,-7.47262121957132
0,0.329306884858386,5.05154293807743,0.212054926243115,4.92426144184651
1,0.764201131980834,5.25921710887122,-0.557968081499963,5.99210349642912
1,2.13291186632886,3.00677117510032,2.02318293432748,3.50066769537685
0,-6.6501017150089,2.99446523743974,-4.81197448181051,2.75476593023296
0,-0.287061491676393,4.28820411567226,0.372483100702071,5.19859464396655
0,-6.31152251823914,4.03872908894818,-4.80243940901894,4.11968689271512
0,-8.07258536589071,-1.98542482086887,-8.6336201577038,-0.925213439319144
0,-0.947450140187225,1.67581784481431,-0.181786949091398,3.10944992278519
0,3.08333546515206,5.93485221870238,3.22440832629365,6.90832282804669
1,1.86067156643101,3.72774566727457,3.59733591018579,4.73820374716167
1,2.4335399953156,3.1573593013985,2.58872170869948,4.47279458511691
1,-0.859470344637822,5.56538641596919,-1.23098178433203,5.28825353359717
1,-4.22583351817888,0.140738124523556,-5.33262313968596,1.71249862898018
1,-1.20065004363819,-0.864416532347816,-1.28814242842005,0.914761038305542
0,-7.87184907704347,2.10692024079516,-7.13386429803543,1.80650379713928
0,3.72192634032101,8.26169681290682,2.04386476582051,7.25889033804163
0,-6.63180516856141,2.51369217694204,-6.24438436899602,2.36048928192827
0,-9.1725475005956,-0.138419690238152,-6.4175933597273,-0.442320058430365
1,-6.23991260732227,0.881920157096793,-7.43689903102498,1.45208679988342
1,-4.49969902699126,-7.38862006697298,-4.84700196925315,-6.28326876028236
1,-1.78755419365242,-0.425666171345786,-2.78110000013759,-1.20657278864648
0,-4.22679683885582,3.1760138970425,-4.47284660792873,3.57638962778844
0,-8.78468787934631,0.365329818318446,-8.55862933297107,-0.665119593283638
0,-0.279268576045107,4.54195193727406,0.280867676310958,5.77009255404648
1,2.79478184609951,4.87926255167035,3.64328143860872,4.53659873642664
0,-1.96287304688192,2.91446298641315,-1.0397286034394,3.24235108816897
0,-6.72281796232509,2.41316731935254,-7.40787371358554,1.59106366730841
0,3.93690959175546,3.89119483815286,2.46034424266686,5.90118727387816
0,2.8209122012571,6.1226592555377,0.756765488967682,5.63820804179544
0,-3.55281764874889,3.20536538216011,-4.82140378652598,2.36545198449801
0,-0.435785237804085,4.71084691581743,-0.0609750815393837,4.48526320548026
1,1.88722231239551,6.16663353288236,1.11400027908997,6.12711198112269
0,-4.73324029050344,3.30447096045665,-3.75125124397873,2.55369264058125
0,-0.729366020932142,1.36615491045181,1.10086135371549,2.76484383308643
1,1.71944561449842,6.58843755627588,3.9274916613806,7.75965680196439
1,3.26949051247104,8.54866381902991,2.70881755983762,7.14155469182218
1,7.52566058344818,2.09933524319632,7.60993746454095,1.7453456496903
1,0.0171257136236855,4.73197785644752,-2.21291129078973,4.75743157417444
0,1.5144752670608,8.02128173413102,0.849285683294819,6.75792006978789
1,-3.16763604162588,2.18718894216096,-4.85114518791342,3.35882396914721
0,0.788973906558302,5.51570911110659,-1.12249939797509,5.70869672669198
0,0.941871779721375,4.73915411871305,0.0618441588646251,5.42224474807653
1,0.012890225626807,6.94882711556155,-0.897396455876651,5.93349084604998
0,-1.27051605634571,0.822012349512924,-3.03967845700344,1.79662163063936
1,-1.48028867633461,3.31143211930083,-3.75333428165437,4.21352320568234
1,-3.40146953928954,4.05911135367917,-2.80210991873913,4.22346115887239
0,0.800804657558529,5.53800981119965,1.24200856767512,4.87831096878675
1,-2.71663308250498,7.17034484819827,-2.12051808094346,4.70172359372394
0,-2.69367726932902,4.25139229532378,-1.92374889666702,4.28072212435761
1,0.948286063762829,1.62512151077869,2.94189803288646,2.77935658801229
1,-1.0701960406577,5.40212772304776,-0.59992903873897,6.30597908206549
0,2.11567030385992,-0.422637212642785,2.01889603446594,-0.759566694773753
0,0.684467852556722,6.26330823619598,0.0964635750568231,5.43872658375867
0,-2.00804737391717,4.38360267965782,0.140179943992996,5.11538923995444
0,-9.7650032211532,-2.33572676658485,-9.50541716282186,-3.06909404666973
0,3.73703555503836,5.82628198971292,3.54785818575406,7.23435851241953
0,-5.45261357676914,2.49001995652493,-7.04925264993404,2.25134515883765
1,2.55585442279493,8.81002037906514,2.490387290153,7.6287955373904
1,2.73685068836629,7.28225848110297,2.31101843576501,6.20052524287014
1,-0.976088711635727,1.81017438928605,-0.677782999925773,1.4117864224103
1,4.37960365560602,8.2364595310626,4.28631268258048,6.98329151195427
0,-3.22322128460661,4.19791054131109,-0.667184397745676,4.27534983435111
0,-6.46983752703714,-1.73926119855578,-7.32357543247198,-2.21150913082055
1,-5.83714667376083,1.9312688176888,-4.5002588792173,3.60496704181502
1,-3.22085497735228,1.84075900456511,-3.52733311725673,2.08280038232642
0,0.769971745879781,-1.02743564275096,-0.887858586766886,-1.39169726742928
0,-3.20275846714205,-1.58020250034183,-2.17389068178452,-0.91271361059998
1,-0.0532769410872029,5.84458366222553,-0.208435696559897,5.57011692763352
0,-9.58826110943721,2.11712369991864,-7.13075381802602,2.41366667749669
0,-3.20787831231183,4.72761254898635,-2.52455152309301,5.85258869250294
1,-0.336562938186367,3.52695542766079,-0.670818315879302,5.66621815678664
0,5.13053974283604,6.93930777985416,5.09155948866586,7.17508763229894
1,1.33081896649907,6.26584912344159,-0.104485378070306,4.81641737965635
0,-2.9806664976103,6.23329697925664,-2.56461172870638,4.64206518391451
1,-0.0273496488623131,3.63578660482269,-1.27392715878387,5.01188173713107
0,-1.29420171464976,5.28584751849129,-0.944429059428715,5.79107339265462
0,7.69439772325704,-16.8432186598373,7.68888416788694,-17.2607114075346
1,-1.23985962629232,3.50818355318519,-2.43676893038497,4.97284444436789
0,0.498389222069096,3.81125556180899,1.98358008486397,4.760497164468
1,-1.95101170144566,2.94755593319118,-3.45231841275333,2.68347689324863
1,-1.49444552141431,3.25414934760426,-1.3615312385001,3.87249940044
0,-0.297007834158321,0.841716386336433,-1.29857512039057,2.15340027691551
0,1.09610941296773,7.14671090001292,1.43539733301767,6.94294739331405
1,-2.89663364811082,1.56922400201573,-3.93553638037521,3.17947870457125
0,-0.322933717733127,7.20077468832302,-0.161203128824087,6.03415532728412
0,-2.12427414864485,5.39660141640934,-2.19768115213887,5.16379243277316
0,-6.29430707160937,3.92949134086808,-5.71141783959584,3.53223770030719
0,-7.85327662560919,3.2118129922389,-7.50505375380709,2.51802589623071
