"z","y0","y1","mu0","mu1"
0,-3.07356261939982,-0.10565544782306,-3.08223381211238,1.46887597690454
1,-0.222416683784257,1.01232895495367,-1.57280349783701,1.46250369573111
0,-0.574030871623689,1.39934723277206,-1.75477068083527,1.45280335348961
0,-6.48557249149951,-0.454760865305102,-5.7020324263427,-1.47886896716262
0,-6.08122520633323,0.736854103772993,-5.0397254004927,-0.613205773479438
0,-3.27882540680839,1.32076439991088,-3.91023667202028,0.207814050344295
0,-2.50467486939094,-2.53441096572036,-2.85151990049529,-1.50469446330416
0,1.04339939560054,4.8508113194229,0.599085249682256,4.89524244438182
0,0.449760695545175,3.96420303681946,-0.35119438920059,4.20345396467782
0,4.21711053836296,7.96035987652942,4.71479021470522,8.6436303314614
0,1.74463214635324,1.62946051613144,-0.488821323822008,1.11976187857858
0,-1.03146870407554,3.42075329508108,-0.761919169986929,2.44096694676867
0,-21.0854428919255,-17.8684860599855,-20.6412671287619,-17.8369895496122
0,5.19734046676101,9.58894627937376,6.64778803971813,9.32609820094187
1,4.74011273402052,7.96896872408844,4.48170821872422,8.13543492310562
1,5.57155716197326,9.2085146309633,5.51361164989211,9.01150921129262
0,-4.46742306425111,-2.04317989723931,-5.39139972816219,-2.67899076008904
0,-0.92969040635155,-0.109081140144485,-1.48812097793626,0.807662678943053
0,-7.86776346073383,-3.39491750861225,-6.68843891517845,-3.54144431602021
1,-2.50743866028585,-0.186799055122306,-4.00247122475453,-0.00345805578409486
0,1.47343607246028,2.97452061866774,0.215839406574792,4.07566065675126
1,-2.24693322179965,1.02001759045615,-2.13608637527083,1.23900203275433
1,9.0532717998357,13.0508176003504,9.74221459236182,13.2756655151273
0,2.5773017839424,6.45395326828952,3.00451901607143,6.06405229414458
1,2.84667490176021,4.60243542326311,2.29122192125338,3.93358579699222
0,-1.46033621774619,-1.56138440127802,-2.69839011167015,-2.61598129484696
0,-8.93235159868536,-4.91533434218815,-8.36063639660311,-5.65771181014468
0,-4.60187705874406,-2.06700190669584,-3.75574658121126,-1.40254590095362
1,3.03209869889258,8.09184011525831,3.07664494159167,6.91523424695239
0,-4.15675255940576,-2.04400578557692,-3.91563284740195,-2.53578912266227
0,1.64373216456085,3.52002789016624,0.99420308344554,4.44047866615016
1,-2.81263403119077,2.72430353559231,-4.30061168563264,1.99310411525938
0,-5.14941071877551,-2.92451669013099,-4.40571672983723,-2.95213267824694
0,0.0171717157666661,4.27913889857795,0.759696014414091,3.35377326345915
0,0.720842132757954,-0.212063123003413,-1.32604422245748,0.199297657003497
0,-4.50765430267577,2.5271679708387,-2.87185526832173,1.29581268041943
0,-4.53673660106234,-3.73954899119302,-4.01055071276973,-3.52321051621978
0,-0.353591971574386,2.32177211815084,-0.644395364197574,2.10624794933757
0,-2.7833324347794,-1.7728562934652,-4.16953195702171,-1.61982794307812
0,-2.94544252131713,1.13332806730327,-1.39493380365392,1.03095649029445
1,3.34872808803508,6.93838246281584,2.35769578339882,7.23939308877373
0,0.283664883531078,4.18559878273087,0.0975675082502298,3.69175277418706
0,3.83265622533752,7.0270495209377,4.44641863217062,6.5385667939031
0,1.31891099314728,4.30701791887468,0.816348815194814,4.91220997888667
0,-5.30646020419091,-0.403356609781255,-4.65792198816381,-0.369004507052662
1,-5.97639711419818,-1.03826958148191,-5.47148140562675,-1.47835252073413
