"z","y0","y1","mu0","mu1"
0,-6.90408372416646,-6.04328620704903,-6.78605978707244,-4.47876087886041
0,-9.5429298903923,-7.66869408411893,-9.07872714010973,-7.26000275242519
1,-4.93920362214653,-3.92336060270889,-4.34741314959799,-3.71886546270055
1,2.33841283972084,-2.95357506233683,1.8131281057572,-3.34067485684165
0,-6.5808908858949,-2.88408588732765,-4.10760413954669,-4.01128218737276
1,-10.1157155290645,-3.47616824419182,-10.2698116994927,-2.67715730801726
0,-4.428564441974,-6.19981987687728,-4.59751524712854,-7.72733860225411
1,-1.14897227598136,-4.44846246629233,-2.76182925502866,-3.51081067715449
0,-3.4210216866188,0.396106681367355,-3.12288370649601,-0.681520625782868
0,-10.2013594134872,-9.83121225482023,-10.1512089151925,-9.90975078433915
0,-2.41802454974625,1.25817048300178,-4.15393494665282,-0.122247332032404
0,-4.0860076935154,-13.2035146780082,-3.94438547361845,-12.4694049818054
1,-9.77859505994693,-11.0545677182378,-10.8416249214005,-11.1096112618833
0,-4.89477421322319,-12.5093186644308,-6.44110800229703,-13.2739425828445
0,-2.1093711184822,-8.70323336146874,-2.60380469469422,-8.18117975948145
0,-2.64058677232222,-2.89166751131254,-1.57455335884856,-2.92732985316819
1,-8.70071911179598,-3.73593310387311,-7.42078816181228,-1.74383003519974
0,-6.2476589978993,1.4457182777719,-2.45602221435771,0.969897860133552
0,-4.53482005209048,-10.9172839563513,-4.81943951801063,-9.62420170800893
0,-11.4504617291525,-10.2882189039326,-11.1176042106227,-10.1265948269604
0,-1.18344918712478,0.360170542583482,-1.21174603949053,0.0809138258893594
0,-2.94807097582062,-7.53691281125169,-3.31416339231313,-6.54043192150017
1,-0.835878050922837,-1.84453298734986,-2.64386353910842,-0.592078228340004
1,-8.22625271012554,-13.8469943474001,-8.39362281323432,-13.4885032887494
1,-10.5341878805366,-2.5307912487928,-8.63350566650016,-2.36889208990232
0,-2.61174282398453,-4.70790447605019,-3.33723410889039,-3.90724612222051
1,-7.69704436900437,-3.15053769708295,-7.18164992480424,-2.89021356220271
0,-7.7781687304827,-4.41227270398795,-5.86142920720212,-3.84009464962039
0,-4.46745373552455,-7.00125214430976,-3.89899770647912,-7.17655847310801
0,-6.53855308253529,-4.08587147928911,-6.9291436635491,-2.10009106733519
0,-6.02709830303893,-2.24814642016537,-5.96725209838157,-2.61267987510288
0,-0.474167270756467,-7.55059106829374,0.160349697130314,-7.73130659359536
0,-15.480145712862,-10.4306483655923,-15.1286643584436,-9.69720587960314
0,-6.57415415557522,-2.6205757640606,-7.85409719874036,-2.54884121616607
0,-2.27475634611909,0.388562240650328,-3.0843192127164,-0.15654377353987
1,-3.93484737011117,0.704575267128898,-4.17327014395138,0.130744451651739
0,-12.9803371102189,-5.5339402009014,-13.1786197596654,-4.93501150952717
0,-10.9242136816502,-6.18068338709204,-11.7193902380979,-6.4767349854702
1,-7.88378684683879,-4.06465626824392,-7.79887895536799,-3.31806228161394
1,-10.2701168915561,-4.2742074022241,-9.18835832852462,-3.67484743584985
1,-5.70025273243313,-0.575897314382863,-4.83725999009037,-2.06229201585161
0,-4.33047018935353,-3.47427425909679,-3.47161456559786,-3.100334455701
1,-12.8712445395256,-5.33973157126597,-12.6082219817925,-7.14829447003959
0,-2.83148674689814,-13.9901474492168,-1.79533949992607,-15.0705909272931
0,-3.67349382056163,0.820262103374327,-2.30586619418082,0.40782015521266
0,-4.361563511441,-0.223018705458009,-2.94485712330012,0.455978484391352
1,-4.52513710199253,-1.16448028800028,-4.56142282557425,0.405995547359569
1,-5.16720343287291,1.29584755994793,-5.7706485089551,0.871217782242338
1,-2.93848447358958,1.12451357126882,-2.24002634206097,1.63525597905259
1,-4.96059965253849,1.46079238537178,-4.08268617836948,-0.876534588409159
0,1.4254426871422,3.08483802306513,0.885434470373518,2.67321024248519
1,0.900970737788211,-8.08582756166218,0.431378460205155,-7.48214975380622
0,-11.5577688077889,-6.21351687817802,-12.5905939976215,-5.39601977268135
0,-9.21557921247433,-5.74789234976507,-7.06369469241589,-3.56337749747968
1,-2.27408743877046,0.788152334208852,-0.942918691112625,1.64118784922863
0,-25.2223166818297,-32.9490785849407,-24.1607883740229,-32.6058174945221
0,-22.8909047739266,-31.9939731598999,-21.9128829235759,-30.8313472458651
1,-11.0945223195917,-0.986661288243519,-12.0192988217192,-2.95480850374849
0,-2.02425393916687,1.6121680360381,-2.21884104533338,1.82133130305476
1,-1.29017063825297,-0.995703038190777,-0.488752796103868,-0.237333494251166
0,0.0311448800140208,-1.16184200451695,-0.92657013421069,0.195210372788755
1,-3.90349811677038,-3.1966033214248,-4.46066790669234,-3.23309617336263
0,-4.81109022046263,-1.99118598408897,-4.79651416853631,-0.641529827483725
0,-5.04922798339329,-1.66071814876992,-5.24051877162549,-3.06546162873375
1,1.72191422363984,-6.66851077043314,1.10277369782945,-6.60377314878008
0,-1.06571541394033,0.199752014135144,-0.40996895426901,-0.789181071378249
1,-19.1351487040603,-0.915830079060281,-19.1637174923457,-0.4270941671446
1,1.63183864279365,-4.78154666318352,0.560892298683911,-6.50365591715665
1,-6.37160768730943,-4.66271438163429,-7.43185987270971,-4.28259237128647
0,-8.73730754557928,-6.22013022827427,-8.67036973636597,-3.88255328456454
0,-23.611792823572,-23.7441809208449,-24.0411203327336,-24.1976600484361
0,-5.8744687710311,-4.58307629775184,-6.93819280581848,-2.028160450579
1,-7.96652052324086,-2.96620544969347,-8.78563857747233,-3.77492926759797
1,-12.1677758865843,-1.48525261253068,-10.3834123584237,-1.20341912194577
0,-4.85650727838308,-1.6999810860526,-4.4534531511701,-1.5038690790908
0,-20.0599048296041,-4.98682895588433,-20.1838063332292,-3.71393379652045
0,-2.74215026653536,-20.5670021751225,-3.66463738316506,-19.8035840475203
1,1.06744125639935,-7.03875578950625,1.71222075266897,-6.52961465295683
0,-1.19750159672244,-10.1791067013854,-1.51049272468517,-10.2959380033406
1,3.02186760835879,-8.2983966779753,2.82675367661594,-7.11728021052334
0,-6.48421726688543,-4.50252376413601,-5.96696602369141,-4.82342764225271
0,-4.4232560787429,0.127963038431986,-3.81487020926371,0.322931664148441
0,-2.40069702991764,-4.27903925715719,-2.42117476934505,-2.93425898545921
1,-1.69076446086277,-0.924484557507159,-1.82901461937498,-1.06684104559673
1,-3.77282474614244,-0.599756095158611,-1.82232599478723,-0.346474626192648
0,-2.84090984853342,-0.931350147824745,-3.15042280577212,0.782523005255752
0,1.77683062585658,-4.16716876574126,1.59980011364754,-4.71645050294769
0,0.580274593481239,1.47343355124967,0.109928704024211,1.15051684442264
0,-0.848659414735318,0.894182004920631,-0.262081500262503,-0.319129860366046
0,-11.7816980828144,-3.27924988609459,-9.33636584164731,-2.90190124748962
0,-17.2276943279525,-0.163877746630561,-16.5732135686167,0.00820186409387347
0,-8.56062548240431,-4.16355293563029,-8.43548712543939,-3.62333185956555
0,-3.06903759328002,-1.29662714603954,-3.33904129697541,0.161452379019603
1,-8.28934983628001,-5.92817601646636,-8.39743107502474,-6.05837557442643
0,-2.81291592828276,1.25274552672813,-3.25961844589167,1.57886181193651
0,-5.30890739667351,-0.40995474412412,-5.2342135983524,-1.52777644804724
0,-5.09683660902554,2.55834981995477,-3.22169890970242,1.34961596145267
0,-5.30292086735965,-11.2514509574657,-4.75172362534035,-10.7661449161875
0,0.196958281005811,1.62793703166554,-0.902085463734307,1.06126807101365
0,-3.4915326448879,1.50062925331923,-2.60999056482033,1.48559068477777
1,-14.5750944900698,-1.50905522199792,-14.5444547743245,-2.42172778336227
0,-7.86818177885212,-4.06585151629778,-7.52172566595425,-4.23795988055832
1,-8.31086800878698,-1.79412152550901,-8.03667155950081,-2.35819810828653
1,-3.99673182257074,-7.52942232272121,-3.17787597915146,-7.53884384758458
1,-4.01040107842118,-2.73569783604865,-4.18901894256944,-3.01165396975005
