"z","y0","y1","mu0","mu1"
0,71.8773779269709,76.1001377876912,71.7282176145443,76.073741307213
0,57.1192199979301,61.4608140496862,56.4780772950658,60.8236009877345
0,51.3973654987889,55.4041178978324,51.0600188474824,55.4055425401511
0,52.4647416291744,56.2847401711309,52.5258323161337,56.8713560088024
0,54.5007674187453,58.6450462637859,54.6660286236689,59.0115523163377
0,53.6617215847055,57.3020966246499,54.2836372877679,58.6291609804367
1,54.7260804317984,60.485729223721,55.1725637142877,59.5180874069564
0,51.8146783063549,56.6598286997994,53.1942706072133,57.5397942998821
1,54.8911276583506,61.2643498007443,54.6466609079364,58.9921846006052
0,52.775396964949,54.9819664017386,51.7924676530675,56.1379913457362
0,51.6672376407581,55.811473724719,50.9561072307723,55.3016309234411
1,51.3548914719696,55.9278663761179,51.7399891828957,56.0855128755644
0,51.9009819093494,56.7015940311207,52.0892266724971,56.4347503651658
0,56.6704249213043,59.1791765945303,55.726912953492,60.0724366461608
1,58.5511299780009,63.4790367162777,58.3700415806648,62.7155652733336
1,52.6222644036154,54.1080372845778,50.8736318475712,55.21915554024
0,63.9473648818106,66.9534664533675,63.4611162129038,67.8066399055726
0,63.0195485637143,67.1482753882342,64.378955188643,68.7244788813118
1,53.3974016658052,60.0147574760631,54.4898475067212,58.8353711993899
1,49.7659630402986,54.8278626899172,50.3033538712487,54.6488775639174
0,53.6466896798391,55.3920829870576,52.6365363627011,56.9820600553699
0,60.4864669145452,66.1527106983324,60.9488933452702,65.294417037939
0,46.0266229838523,53.1867753595122,47.9733617784847,52.3188854711534
0,56.748264106982,60.2184170912403,57.3513910548053,61.696914747474
0,44.8808578989273,51.2831070765181,46.8714914650281,51.2170151576969
1,61.3581328737625,65.0812332349288,61.1005366311902,65.446060323859
1,53.2505670425924,59.0662095110594,52.6277645577515,56.9732882504203
1,56.6815930600262,59.8325665675309,56.8203188096079,61.1658425022767
1,52.0422009290737,56.7222409524948,52.0092740972359,56.3547977899046
1,52.5388453516471,60.3845564020682,55.4972554179768,59.8427791106456
0,57.8516764634074,64.5791473362943,60.8188030838279,65.1643267764967
0,54.1086588198268,56.953294256749,54.3209690668779,58.6664927595466
0,48.0210395139812,53.9295014699861,49.84884226116,54.1943659538288
0,67.2621377832158,68.692830232463,65.5571181266507,69.9026418193195
0,60.0004531955184,62.9245726225497,59.0960961942359,63.4416198869047
0,66.0490816490772,68.2310618734579,64.8226585793003,69.1681822719691
0,50.6978688558961,56.7872348862391,50.734133827616,55.0796575202848
0,52.455797323152,59.0224967643046,53.9720859675144,58.3176096601832
0,56.1239940864006,58.053869865472,54.3626683966199,58.7081920892886
0,47.7119726569678,54.0033825226688,49.5415088046005,53.8870324972692
0,49.4954709445539,55.3230548745505,50.0459429821573,54.3914666748261
0,51.9890696110852,56.3487912121433,51.2372003228183,55.5827240154871
1,53.8078217516577,60.5257654063118,54.7857319894031,59.1312556820719
0,53.5206044828793,58.4730887398748,52.2001402208896,56.5456639135584
0,54.9579569965944,60.3657673651385,55.4683943653017,59.8139180579705
0,57.1851102149051,60.5021089553845,55.9243649081062,60.269888600775
1,53.4672667848404,58.8250577053613,53.8726255717308,58.2181492643996
0,59.1186517430444,65.0569270524628,59.2841160379963,63.629639730665
1,53.8900854765388,58.5861972243958,55.1236199699091,59.4691436625779
0,57.505442112732,57.4249100271388,55.3305314213585,59.6760551140273
0,53.3803384150738,57.9324778724337,54.3120742558134,58.6575979484822
0,55.4816164194579,58.4564829915151,56.1378291857847,60.4833528784535
0,52.4768577199722,53.77561254692,51.1684354264472,55.513959119116
1,57.6599698845396,62.2817731068544,58.2179436525491,62.5634673452178
0,51.2630876301114,56.1850688188011,51.7340279299013,56.0795516225701
0,51.1736312139435,55.2576253897109,51.1694506276819,55.5149743203507
0,49.7260350697159,56.5162997041257,51.3615539258185,55.7070776184873
0,54.0795737901933,58.4912852876401,54.7941167754984,59.1396404681671
0,48.9374750323776,53.1645594349882,49.286493181545,53.6320168742137
