"z","y0","y1","mu0","mu1"
0,30.6894626018028,35.4204169015731,30.7215955766157,33.6469357770406
0,35.8581504923978,37.9928927324892,35.5633297300434,38.4886699304683
0,31.5853719043583,35.3133778540296,33.7854965405534,36.7108367409784
0,39.9745062803829,38.3572635351715,37.3064437436012,40.2317839440262
1,34.7198582939105,38.467050636603,33.6978877627367,36.6232279631617
0,38.5136231558196,41.7250397070509,38.3926802850511,41.3180204854761
1,33.8090819662743,36.8737643313076,33.49176375127,36.4171039516949
1,36.6439969853733,40.2485291658428,37.0751362532184,40.0004764536434
1,37.6935789974479,40.3001535104873,37.6098471421845,40.5351873426095
0,33.923210574658,37.480618520008,35.1678211044952,38.0931613049202
1,36.7253545898406,39.8909821046925,36.675215377064,39.6005555774889
0,35.7530386800142,38.4485838590804,35.1946018113772,38.1199420118022
0,28.0135572163859,30.8292637832272,28.273758669601,31.199098870026
0,35.6950161169147,40.2302922395126,35.8400941518356,38.7654343522606
0,38.7273779711791,42.6428078891674,40.7310470643398,43.6563872647648
0,32.2348964882262,35.8914492260501,31.8990846996693,34.8244249000943
0,37.278928237208,39.8071050897824,36.6647075492841,39.5900477497091
0,38.3290891476362,39.912621179123,37.0343953545144,39.9597355549394
0,37.910266391409,40.7727723874875,38.4781885757795,41.4035287762044
0,31.4698839061666,35.2300464001565,32.7451347342801,35.670474934705
0,33.9687708339837,38.183960554336,33.9256753528562,36.8510155532811
0,36.5452715899573,40.4164913097055,36.6068030785549,39.5321432789799
0,34.8160354980807,37.6058284632162,33.8082949856341,36.7336351860591
0,40.3553217419522,41.5621863269085,37.9370818827421,40.8624220831671
1,33.4298240690956,34.1306052671888,32.3952322297322,35.3205724301572
0,31.5109555619665,31.2530482304551,30.2099049189603,33.1352451193853
0,34.9473327958018,38.6200834293448,35.4020610788863,38.3274012793113
0,40.2854217783351,44.0975339524877,40.2349273991394,43.1602675995644
0,35.7122451923329,39.7475797883672,37.8619060207595,40.7872462211844
0,31.1577639560578,35.2664331445845,31.7554003019263,34.6807405023512
1,30.9395338090742,34.8183963721807,31.5784333310577,34.5037735314827
0,41.164188309103,43.2501570104657,42.497980867307,45.423321067732
0,30.1267886298403,33.089318119307,29.7177313271567,32.6430715275816
0,44.7066570907143,47.0183114151594,44.1032735550402,47.0286137554652
0,31.8440413770102,33.1836134297005,31.4636849463861,34.3890251468111
0,33.3840077254484,36.6332148710272,33.1233447972969,36.0486849977219
0,44.3061352096402,46.287324616343,43.8291028700354,46.7544430704603
0,28.9967188634703,32.2019683544894,29.8809286408096,32.8062688412346
0,34.9070302171747,36.5228531901791,33.9015563347979,36.8268965352229
0,30.2144003737303,33.4253474580917,31.8972096800365,34.8225498804614
0,38.208101486838,41.3925336474024,36.8310898872165,39.7564300876415
1,35.5989367911955,39.2522104950365,36.1986757951621,39.124015995587
0,37.2364455827275,39.936468705916,37.1306278126138,40.0559680130387
0,38.3737282476393,40.0442934805236,37.8971781031731,40.822518303598
1,35.4729816505095,38.62443460118,35.4641621753908,38.3895023758158
0,33.8039886211511,35.0127388423208,31.7947136432365,34.7200538436614
0,39.9886492883056,42.30478421348,40.5408620850404,43.4662022854653
0,37.9162898143686,38.4709425086293,36.7520664382472,39.6774066386722
1,34.7008467228424,38.5567986882682,34.5187365710504,37.4440767714754
0,33.3058092283516,38.5387726759779,35.178797696665,38.10413789709
1,35.4420656084485,38.5366520940656,35.7930794318908,38.7184196323158
1,42.9470184299027,43.5817677497974,41.653845188807,44.579185389232
0,35.0993100123504,35.7141533279111,34.9142500598976,37.8395902603226
1,42.6121452311834,45.1315632504304,43.7903938793432,46.7157340797681
